Time,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,SdkRequest,ResponseRead
2021-12-29 10:26:31:7593013 PM,982.8591,115.4348,115.0848,404.0389,0.7212,1.5731,1179.9384,4.1408
2021-12-29 10:26:31:9283205 PM,124.617,,,,0.0579,0.0532,128.7647,0.9092
2021-12-29 10:26:32:0663832 PM,102.9306,,,,0.0224,0.0783,106.1148,0.1749
2021-12-29 10:26:32:2655352 PM,132.0755,,,,0.0203,0.0373,135.5256,0.0615
2021-12-29 10:26:32:4026296 PM,93.4527,,,,0.0219,0.0236,96.5739,0.0432
2021-12-29 10:26:32:5261032 PM,93.1609,,,,0.0258,0.0529,95.7964,0.0504
2021-12-29 10:26:32:6508697 PM,79.2996,,,,0.0195,0.0383,82.4231,0.0524
2021-12-29 10:26:32:7580427 PM,64.8445,,,,0.0233,0.0337,68.6494,0.1256
2021-12-29 10:26:32:8628846 PM,67.9517,,,,0.0181,0.0212,71.5398,0.0444
2021-12-29 10:26:32:9423947 PM,40.7901,,,,0.0205,0.0604,43.9535,0.0907
2021-12-29 10:26:33:0935416 PM,110.0764,,,,0.018,0.0211,113.1551,0.0437
2021-12-29 10:26:33:2151413 PM,88.3716,,,,0.0175,0.0193,91.1472,0.0591
2021-12-29 10:26:33:3228974 PM,76.0451,,,,0.0171,0.0252,78.6364,0.045
2021-12-29 10:26:33:4877135 PM,89.0392,,,,0.0241,0.0432,92.4157,0.0561
2021-12-29 10:26:33:6111326 PM,81.3894,,,,0.02,0.0213,84.457,0.0547
2021-12-29 10:26:33:7338831 PM,81.7272,,,,0.0205,0.042,84.9446,0.0874
2021-12-29 10:26:33:8397166 PM,73.6103,,,,0.0177,0.0266,76.9895,0.0566
2021-12-29 10:26:33:9482549 PM,66.913,,,,0.0191,0.0224,69.9149,0.3976
2021-12-29 10:26:34:0533201 PM,61.8509,,,,0.02,0.0647,65.1945,0.0422
2021-12-29 10:26:34:1770686 PM,79.4696,,,,0.0181,0.0197,82.9141,0.0444
2021-12-29 10:26:34:2693046 PM,52.5434,,,,0.0209,0.0198,55.5933,0.0414
2021-12-29 10:26:34:3770549 PM,64.7253,,,,0.0174,0.0191,67.6975,0.0392
2021-12-29 10:26:34:4992242 PM,82.1232,,,,0.0177,0.0225,83.5667,0.3208
2021-12-29 10:26:34:9463370 PM,414.9457,,,,0.0172,0.0653,417.8534,0.0518
2021-12-29 10:26:35:0545820 PM,66.3182,,,,0.0175,0.0346,69.5691,0.0524
2021-12-29 10:26:35:1605715 PM,76.9459,,,,0.0338,0.0203,80.0913,0.0434
2021-12-29 10:26:35:2851867 PM,89.5907,,,,0.016,0.0209,92.366,0.0464
2021-12-29 10:26:35:4058970 PM,87.9937,,,,0.0175,0.0275,92.5802,0.0525
2021-12-29 10:26:35:5447807 PM,98.5107,,,,0.0341,0.0216,101.669,0.0442
2021-12-29 10:26:35:6683010 PM,85.8437,,,,0.0203,0.0254,88.8951,0.0519
2021-12-29 10:26:35:7880943 PM,82.1012,,,,0.0186,0.0221,85.4405,0.3682
2021-12-29 10:26:35:9261064 PM,94.0374,,,,0.0207,0.0205,97.3224,0.0418
2021-12-29 10:26:36:0476698 PM,76.6558,,,,0.0218,0.0206,80.4395,0.0541
2021-12-29 10:26:36:1215526 PM,41.0195,,,,0.0156,0.0243,43.9174,0.0324
2021-12-29 10:26:36:2309867 PM,71.9202,,,,0.015,0.0207,74.6823,0.0346
2021-12-29 10:26:36:3370410 PM,71.5805,,,,0.0137,0.018,74.3014,0.0356
2021-12-29 10:26:36:4436889 PM,72.0357,,,,0.0136,0.0189,74.794,0.0291
2021-12-29 10:26:36:5347568 PM,61.8034,,,,0.014,0.0188,64.3053,0.0352
2021-12-29 10:26:36:6596895 PM,90.0257,,,,0.0164,0.0199,92.8089,0.0297
2021-12-29 10:26:36:7681307 PM,69.539,,,,0.0137,0.0185,72.2004,0.0286
2021-12-29 10:26:36:8586975 PM,54.3728,,,,0.016,0.0225,57.9753,0.0288
2021-12-29 10:26:36:9515733 PM,54.7185,,,,0.0139,0.0189,55.889,0.028
2021-12-29 10:26:37:0431053 PM,61.7241,,,,0.0147,0.0204,64.5948,0.0361
2021-12-29 10:26:37:1650222 PM,89.7763,,,,0.0142,0.0229,92.8829,0.1866
2021-12-29 10:26:37:2906421 PM,87.6182,,,,0.0155,0.0188,89.0098,0.0281
2021-12-29 10:26:37:3970577 PM,68.9252,,,,0.0133,0.0473,71.8324,0.0318
2021-12-29 10:26:37:5184166 PM,86.9684,,,,0.0382,0.0413,90.548,0.0439
2021-12-29 10:26:37:6396562 PM,83.0458,,,,0.0136,0.0182,86.1582,0.0277
2021-12-29 10:26:37:7628719 PM,84.3269,,,,0.0198,0.0189,87.7148,0.0311
2021-12-29 10:26:37:8975933 PM,98.9308,,,,0.0138,0.0203,101.5801,0.0345
2021-12-29 10:26:38:0341488 PM,103.1531,,,,0.0138,0.0267,105.8951,0.0327
2021-12-29 10:26:38:1426621 PM,73.4655,,,,0.0137,0.0188,75.0109,0.0307
2021-12-29 10:26:38:5576139 PM,370.1607,,,,0.0367,0.0188,373.3418,0.0306
2021-12-29 10:26:38:6502716 PM,58.3723,,,,0.0142,0.0184,59.7433,0.0273
2021-12-29 10:26:38:7581679 PM,72.0881,,,,0.0136,0.0203,73.5765,0.0314
2021-12-29 10:26:38:8481699 PM,44.3399,,,,0.0144,0.0195,47.5812,0.0347
2021-12-29 10:26:38:9555405 PM,74.1888,,,,0.0139,0.0612,75.5512,0.0324
2021-12-29 10:26:39:0768091 PM,90.4269,,,,0.0146,0.0184,93.4294,0.029
2021-12-29 10:26:39:2005051 PM,84.9068,,,,0.0153,0.0197,87.8277,0.0292
2021-12-29 10:26:39:3077543 PM,69.623,,,,0.0139,0.0187,72.5778,0.0304
2021-12-29 10:26:39:4457452 PM,103.1261,,,,0.0138,0.0179,105.8587,0.0517
2021-12-29 10:26:39:5681891 PM,83.0902,,,,0.0136,0.0175,85.7136,0.0358
2021-12-29 10:26:39:7068307 PM,93.8197,,,,0.0137,0.0189,96.7402,0.0319
2021-12-29 10:26:39:8115967 PM,70.7619,,,,0.0169,0.0185,73.7501,0.0358
2021-12-29 10:26:39:9209243 PM,74.9238,,,,0.0137,0.02,78.2311,0.0279
2021-12-29 10:26:40:0605096 PM,103.3474,,,,0.0142,0.0254,106.6675,0.0354
2021-12-29 10:26:40:4443487 PM,354.5846,,,,0.0133,0.0258,356.0734,0.0476
2021-12-29 10:26:40:5509515 PM,63.8089,,,,0.0139,0.0189,66.8562,0.0288
2021-12-29 10:26:40:6595887 PM,71.6602,,,,0.0152,0.0198,74.4365,0.0294
2021-12-29 10:26:41:3792035 PM,685.9901,,,,0.0205,0.0205,687.4569,0.0315
2021-12-29 10:26:41:5190677 PM,106.8269,,,,0.0145,0.0215,109.7143,0.032
2021-12-29 10:26:41:6271464 PM,68.1477,,,,0.0173,0.0216,71.3061,0.0358
2021-12-29 10:26:41:7354230 PM,68.8726,,,,0.0143,0.0197,71.5266,0.0328
2021-12-29 10:26:41:8742026 PM,93.8409,,,,0.014,0.0199,96.975,0.0434
2021-12-29 10:26:41:9798434 PM,63.7203,,,,0.0143,0.0194,64.9347,0.0311
2021-12-29 10:26:42:0711580 PM,48.9181,,,,0.0152,0.0193,50.1353,0.0352
2021-12-29 10:26:42:1488493 PM,38.3324,,,,0.018,0.0264,39.6198,0.0353
2021-12-29 10:26:42:2264970 PM,34.2024,,,,0.0146,0.0196,35.8294,0.033
2021-12-29 10:26:42:3458587 PM,84.8224,,,,0.0134,0.0183,85.9391,0.0308
2021-12-29 10:26:42:4518385 PM,63.2937,,,,0.0142,0.0199,64.639,0.0337
2021-12-29 10:26:42:5591295 PM,70.1687,,,,0.0149,0.0224,71.2719,0.0407
2021-12-29 10:26:42:6962367 PM,107.0416,,,,0.0167,0.0194,108.164,0.034
2021-12-29 10:26:42:8339031 PM,99.403,,,,0.0135,0.032,100.5514,0.0304
2021-12-29 10:26:42:9731438 PM,105.9411,,,,0.0156,0.0203,107.1696,0.032
2021-12-29 10:26:43:1247647 PM,113.2643,,,,0.0169,0.0198,114.5894,0.0321
2021-12-29 10:26:43:5588869 PM,404.2868,,,,0.017,0.0205,405.4516,0.0351
2021-12-29 10:26:43:6831659 PM,83.7177,,,,0.013,0.0236,84.7828,0.0289
2021-12-29 10:26:43:7911860 PM,64.4628,,,,0.0147,0.0183,65.7366,0.0287
2021-12-29 10:26:43:8831990 PM,49.5819,,,,0.0146,0.0195,50.8485,0.0342
2021-12-29 10:26:43:9921175 PM,64.6392,,,,0.0147,0.0193,65.8917,0.0293
2021-12-29 10:26:44:1021300 PM,81.4986,,,,0.0144,0.02,82.6382,0.0312
2021-12-29 10:26:44:2100880 PM,69.6693,,,,0.0188,0.0206,70.923,0.0289
2021-12-29 10:26:44:3150908 PM,65.2067,,,,0.0142,0.0189,66.4387,0.0278
2021-12-29 10:26:44:4275382 PM,71.4639,,,,0.0149,0.0183,72.6351,0.6482
2021-12-29 10:26:44:5311697 PM,73.6248,,,,0.0132,0.0197,74.8155,0.0427
2021-12-29 10:26:44:6702268 PM,66.4532,,,,0.0173,0.0184,67.5975,0.032
2021-12-29 10:26:44:8093582 PM,105.8509,,,,0.0145,0.0199,107.0746,0.0323
2021-12-29 10:26:44:9477991 PM,97.5916,,,,0.021,0.0217,98.8808,0.0329
2021-12-29 10:26:45:0681863 PM,87.6747,,,,0.0139,0.0204,88.7924,0.0305
2021-12-29 10:26:45:1757956 PM,71.2976,,,,0.0144,0.0185,72.5667,1.2302
2021-12-29 10:26:45:5710641 PM,365.0608,63.8397,65.3372,138.5545,0.019,0.0296,366.2485,0.0381
2021-12-29 10:26:45:7084925 PM,95.4964,,,,0.0151,0.0208,96.6707,0.0359
2021-12-29 10:26:45:8458036 PM,102.1688,,,,0.0141,0.0195,103.4498,0.0318
2021-12-29 10:26:45:9715588 PM,91.9376,,,,0.0173,0.023,93.5438,0.0413
2021-12-29 10:26:46:1089779 PM,103.8752,,,,0.0146,0.0193,107.7438,0.0333
2021-12-29 10:26:46:2338935 PM,92.451,,,,0.0186,0.0179,95.5585,0.027
2021-12-29 10:26:46:3444878 PM,66.3058,,,,0.0321,0.019,67.6691,0.0327
2021-12-29 10:26:46:4508593 PM,64.3573,,,,0.0137,0.0205,67.2577,0.0317
2021-12-29 10:26:46:5599858 PM,69.2097,,,,0.014,0.0387,72.1036,0.0749
2021-12-29 10:26:46:6679811 PM,64.4156,,,,0.0193,0.0247,66.4297,0.0368
2021-12-29 10:26:46:7900898 PM,84.3837,,,,0.0228,0.0382,88.1123,0.061
2021-12-29 10:26:46:9125662 PM,88.8854,,,,0.0151,0.0246,90.4467,0.0365
2021-12-29 10:26:47:0355952 PM,86.7138,,,,0.0153,0.0207,87.9645,0.0356
2021-12-29 10:26:47:1602151 PM,91.2652,,,,0.0166,0.0213,92.755,0.0336
2021-12-29 10:26:47:2687481 PM,69.4092,,,,0.0156,0.0219,72.7836,0.0365
2021-12-29 10:26:47:3896682 PM,80.8866,,,,0.0155,0.0206,83.9239,0.0397
2021-12-29 10:26:47:4983572 PM,67.7647,,,,0.0586,0.0223,71.5777,0.0443
2021-12-29 10:26:47:6035290 PM,63.8856,,,,0.0272,0.0233,69.0991,0.0469
2021-12-29 10:26:47:6964143 PM,59.9488,,,,0.0188,0.0291,63.4327,0.0426
2021-12-29 10:26:47:7734849 PM,36.8547,,,,0.019,0.0394,38.8377,0.078
2021-12-29 10:26:47:8654211 PM,56.1831,,,,0.0206,0.0235,57.7946,0.0451
2021-12-29 10:26:47:9862115 PM,73.2702,,,,0.0177,0.0332,77.5513,2.8098
2021-12-29 10:26:48:1056283 PM,71.0143,,,,0.0184,0.0336,77.494,0.075
2021-12-29 10:26:48:2486782 PM,92.6105,,,,0.0274,0.0434,95.0888,0.073
2021-12-29 10:26:48:7104623 PM,378.4432,,,,0.0326,0.0717,384.9447,6.7366
2021-12-29 10:26:48:8635137 PM,77.2204,,,,0.0206,0.0603,82.9956,0.097
2021-12-29 10:26:49:0141547 PM,87.7171,,,,0.063,0.0298,90.496,0.0564
2021-12-29 10:26:49:1537242 PM,75.1219,,,,0.035,0.0629,84.2605,0.1073
2021-12-29 10:26:49:2904512 PM,82.7715,,,,0.0364,0.0476,89.2242,0.1419
2021-12-29 10:26:49:4441099 PM,92.8767,,,,0.0239,0.0268,94.9474,0.0436
2021-12-29 10:26:49:5675376 PM,87.8957,,,,0.0286,0.0257,89.3442,0.0404
2021-12-29 10:26:49:6896694 PM,82.1672,,,,0.0179,0.0225,83.5941,0.0382
2021-12-29 10:26:49:8123013 PM,78.7542,,,,0.0171,0.0219,80.0806,0.0381
2021-12-29 10:26:49:9377088 PM,74.9224,,,,0.0161,0.036,76.4276,0.0576
2021-12-29 10:26:50:0288721 PM,38.8582,,,,0.0468,0.0391,41.9411,0.0614
2021-12-29 10:26:50:1313958 PM,46.154,,,,0.0194,0.0353,49.3341,0.0559
2021-12-29 10:26:50:2706785 PM,91.3402,,,,0.0192,0.0241,94.5247,0.0477
2021-12-29 10:26:50:3938906 PM,65.0599,,,,0.0191,0.0332,70.3613,0.0631
2021-12-29 10:26:50:5174652 PM,45.1921,,,,0.0261,0.0363,79.0816,0.0835
2021-12-29 10:26:50:6421344 PM,70.4941,,,,0.0245,0.0408,72.9002,0.1204
2021-12-29 10:26:50:7660284 PM,75.0038,,,,0.0263,0.0363,77.0697,0.0658
2021-12-29 10:26:50:9045217 PM,77.8486,,,,0.0245,0.025,79.711,0.0458
2021-12-29 10:26:51:0400923 PM,86.8033,,,,0.0205,0.0231,88.4939,0.0363
2021-12-29 10:26:51:1636713 PM,88.0554,,,,0.0178,0.0436,89.7027,0.0623
2021-12-29 10:26:51:3035172 PM,85.447,,,,0.0193,0.0257,87.3671,0.4194
2021-12-29 10:26:51:4236019 PM,84.5339,,,,0.0178,0.0362,86.0714,0.0375
2021-12-29 10:26:51:5456736 PM,78.6892,,,,0.0163,0.0203,79.988,0.0335
2021-12-29 10:26:51:6681440 PM,89.3596,,,,0.0164,0.0222,90.6865,0.0372
2021-12-29 10:26:52:1258017 PM,407.3502,,,,0.0403,0.024,409.0553,0.0421
2021-12-29 10:26:52:2828635 PM,93.9473,,,,0.0203,0.0349,96.0447,0.0554
2021-12-29 10:26:52:4030066 PM,70.391,,,,0.0251,0.0254,73.2119,0.0666
2021-12-29 10:26:52:5285233 PM,67.0499,,,,0.0235,0.0281,68.795,0.0391
2021-12-29 10:26:52:6360213 PM,71.0868,,,,0.0178,0.023,72.5672,0.0418
2021-12-29 10:26:52:7422084 PM,65.9165,,,,0.0165,0.0265,67.3738,0.0349
2021-12-29 10:26:52:8478706 PM,69.6718,,,,0.0156,0.02,71.0875,0.0369
2021-12-29 10:26:52:9249557 PM,38.2832,,,,0.0157,0.0212,39.6134,0.0323
2021-12-29 10:26:52:9989948 PM,36.1478,,,,0.016,0.022,37.5512,0.0334
2021-12-29 10:26:53:1080507 PM,74.2167,,,,0.0165,0.0209,75.4912,0.0328
2021-12-29 10:26:53:2309158 PM,82.71,,,,0.0161,0.0217,84.261,0.0495
2021-12-29 10:26:53:3562266 PM,85.0176,,,,0.0162,0.025,86.5153,0.0379
2021-12-29 10:26:53:4922205 PM,94.2083,,,,0.0161,0.0211,95.5662,0.0336
2021-12-29 10:26:53:6280989 PM,88.5851,,,,0.0156,0.0216,89.8121,0.6566
2021-12-29 10:26:53:7524240 PM,90.9181,,,,0.0158,0.0208,92.2383,0.0326
2021-12-29 10:26:53:8596382 PM,72.4441,,,,0.0161,0.021,73.7132,0.8402
2021-12-29 10:26:53:9830123 PM,82.6511,,,,0.0148,0.0202,83.8856,0.0378
2021-12-29 10:26:54:1059385 PM,82.6782,,,,0.0182,0.0283,84.8942,0.0376
2021-12-29 10:26:54:2107085 PM,70.5121,,,,0.0164,0.0208,72.2315,0.0446
2021-12-29 10:26:54:3480765 PM,89.4437,,,,0.0186,0.0204,90.821,0.0366
2021-12-29 10:26:54:4560798 PM,72.8535,,,,0.0161,0.0308,74.2118,0.0494
2021-12-29 10:26:54:5796504 PM,76.2453,,,,0.0169,0.0212,80.8894,0.0422
2021-12-29 10:26:54:6859432 PM,60.8822,,,,0.0171,0.0255,64.1482,0.0369
2021-12-29 10:26:54:7959247 PM,66.7423,,,,0.0163,0.021,69.9592,0.0327
2021-12-29 10:26:54:8999539 PM,72.3166,,,,0.0158,0.0205,73.6385,0.0372
2021-12-29 10:26:54:9929075 PM,58.1252,,,,0.0164,0.0282,59.5815,0.1499
2021-12-29 10:26:55:0991727 PM,73.3718,,,,0.0161,0.0228,76.8794,0.041
2021-12-29 10:26:55:2198198 PM,79.1568,,,,0.0157,0.0218,82.225,0.038
2021-12-29 10:26:55:3302143 PM,76.5692,,,,0.0172,0.0208,79.8068,0.0375
2021-12-29 10:26:55:4390469 PM,74.6683,,,,0.0158,0.0203,76.035,0.0324
2021-12-29 10:26:55:5468030 PM,69.1797,,,,0.0156,0.0196,72.2678,0.0361
2021-12-29 10:26:55:6682857 PM,75.7113,,,,0.0164,0.0214,79.0805,0.0358
2021-12-29 10:26:55:7939490 PM,77.9946,,,,0.0163,0.0225,79.4451,0.0347
2021-12-29 10:26:55:8708465 PM,42.3319,,,,0.0198,0.0204,45.3995,0.0327
2021-12-29 10:26:55:9627856 PM,45.6117,,,,0.0158,0.0262,48.8439,0.0362
2021-12-29 10:26:56:0698032 PM,67.4967,,,,0.0168,0.0283,69.1546,0.0338
2021-12-29 10:26:56:2079699 PM,89.5209,,,,0.0172,0.0239,93.4242,0.041
2021-12-29 10:26:56:6365904 PM,392.8894,,,,0.022,0.0258,394.4536,0.036
2021-12-29 10:26:56:7466720 PM,65.3461,,,,0.0202,0.0239,66.648,0.0378
2021-12-29 10:26:56:8866182 PM,84.8016,,,,0.0282,0.0842,90.991,0.1322
2021-12-29 10:26:57:0251372 PM,70.5963,,,,0.077,0.0305,79.4792,0.0558
2021-12-29 10:26:57:1610626 PM,75.3517,,,,0.021,0.0303,79.9189,0.0449
2021-12-29 10:26:57:2699152 PM,59.2604,,,,0.0204,0.0567,64.3979,0.1376
2021-12-29 10:26:57:4050062 PM,72.7228,,,,0.0363,0.0293,74.9811,0.0506
2021-12-29 10:26:57:5279237 PM,76.7192,,,,0.0275,0.04,82.4946,0.051
2021-12-29 10:26:57:6526857 PM,81.3163,,,,0.0392,0.0288,87.9368,0.0466
2021-12-29 10:26:57:7796829 PM,79.2199,,,,0.0214,0.0515,81.586,0.1149
2021-12-29 10:26:58:2092937 PM,371.5618,,,,0.0352,0.0336,375.9163,0.0718
2021-12-29 10:26:58:3748715 PM,63.6385,,,,0.0205,0.0278,65.4016,0.0476
2021-12-29 10:26:58:5094761 PM,91.4189,,,,0.0491,0.042,95.5411,0.0695
2021-12-29 10:26:58:6616810 PM,83.2653,,,,0.03,0.0265,87.8375,0.0437
2021-12-29 10:26:58:7708446 PM,70.3246,,,,0.0202,0.0285,72.0592,0.3298
2021-12-29 10:26:59:1362316 PM,322.0057,79.8796,58.3732,120.163,0.0183,0.0237,323.6318,0.0461
2021-12-29 10:26:59:2118394 PM,40.3257,,,,0.0164,0.0242,43.6638,0.033
2021-12-29 10:26:59:3055310 PM,57.3548,,,,0.025,0.0212,61.0865,0.3539
2021-12-29 10:26:59:4417825 PM,93.1355,,,,0.0186,0.026,96.5703,0.0373
2021-12-29 10:26:59:5809906 PM,93.3398,,,,0.0163,0.0269,96.811,0.0389
2021-12-29 10:26:59:7359859 PM,115.0602,,,,0.0187,0.0219,116.7007,0.048
2021-12-29 10:26:59:9078356 PM,111.036,,,,0.029,0.0322,115.8902,0.0749
2021-12-29 10:27:00:0725638 PM,77.2518,,,,0.0194,0.0624,85.2592,0.1052
2021-12-29 10:27:00:1936373 PM,66.7477,,,,0.032,0.078,73.1749,0.1343
2021-12-29 10:27:00:3611420 PM,104.2335,,,,0.0374,0.0263,111.4908,0.0511
2021-12-29 10:27:00:5109306 PM,105.4555,,,,0.0283,0.0228,107.3757,0.036
2021-12-29 10:27:00:6169007 PM,69.79,,,,0.0295,0.0247,72.0316,0.0383
2021-12-29 10:27:00:7252338 PM,65.3938,,,,0.0167,0.0211,66.7423,0.0409
2021-12-29 10:27:00:8478180 PM,73.2875,,,,0.0195,0.0209,74.6367,0.0322
2021-12-29 10:27:00:9823544 PM,100.8271,,,,0.0148,0.0203,104.0323,0.0364
2021-12-29 10:27:01:0884327 PM,73.2086,,,,0.0157,0.0324,76.1019,0.0467
2021-12-29 10:27:01:1838505 PM,59.5623,,,,0.0183,0.0206,62.7105,0.0332
2021-12-29 10:27:01:2904947 PM,73.0441,,,,0.0153,0.0233,74.3011,0.051
2021-12-29 10:27:01:3656329 PM,46.4534,,,,0.0142,0.0195,47.742,0.0411
2021-12-29 10:27:01:4556319 PM,49.2855,,,,0.0174,0.0305,52.1782,0.039
2021-12-29 10:27:01:5633357 PM,73.8424,,,,0.0147,0.0195,76.8456,0.0315
2021-12-29 10:27:01:6570052 PM,47.8798,,,,0.0144,0.0207,50.5167,0.0319
2021-12-29 10:27:01:7327949 PM,39.9669,,,,0.0139,0.0193,42.5002,0.7835
2021-12-29 10:27:01:8113524 PM,42.2498,,,,0.0143,0.0308,44.9362,0.057
